tileset_id	style_id	draft	style_name
mapbox.mapbox-terrain-v2	ckp719noh0kq017kjgnx384vc	false	REMO: Days above 32C - Baseline (for comparison map)
mapbox.mapbox-terrain-v2	ckp719noh0kq017kjgnx384vc	true	REMO: Days above 32C - Baseline (for comparison map)
mapbox.mapbox-terrain-v2	ckr2dva3m63h517pfsfc7l9ra	false	REMO: Days above 26C wetbulb - Baseline (for comparison map -- A Tour of Temperature page -- Singapore center)
mapbox.mapbox-terrain-v2	ckr2dva3m63h517pfsfc7l9ra	true	REMO: Days above 26C wetbulb - Baseline (for comparison map -- A Tour of Temperature page -- Singapore center)
mapbox.mapbox-terrain-v2	ckr2e6thh0gng17lrvxnixthw	false	REMO: Days above 26C wetbulb - 3°C (for comparison map -- A Tour of Temperature page -- Singapore center)
mapbox.mapbox-terrain-v2	ckr2e6thh0gng17lrvxnixthw	true	REMO: Days above 26C wetbulb - 3°C (for comparison map -- A Tour of Temperature page -- Singapore center)
mapbox.mapbox-terrain-v2	ckry0kho855fn18rzkw6si26u	false	REMO: Days above 32C -- For About Maps comparison map (Behind the maps page)
mapbox.mapbox-terrain-v2	ckry0kho855fn18rzkw6si26u	true	REMO: Days above 32C -- For About Maps comparison map (Behind the maps page)
mapbox.mapbox-terrain-v2	cksssq4fb3gwp17p6nslyb46w	false	Days above 38°C (100°F) -- global RCM RegCM-REMO ensemble
mapbox.mapbox-terrain-v2	cksssq4fb3gwp17p6nslyb46w	true	Days above 38°C (100°F) -- global RCM RegCM-REMO ensemble
mapbox.mapbox-terrain-v2	cl0l5mcrm001u14mysbn650hp	false	Change in precipitation "1-in-100 year" storm (for comparison map -- Tour of precipitation page) -- global RCM RegCM-REMO ensemble
mapbox.mapbox-terrain-v2	cl0l5mcrm001u14mysbn650hp	true	Change in precipitation "1-in-100 year" storm (for comparison map -- Tour of precipitation page) -- global RCM RegCM-REMO ensemble
mapbox.mapbox-terrain-v2	cl0l5nckn003r14pfulx4jgl0	false	Change in precipitation "1-in-100 year" storm (for comparison map -- Tour of precipitation page) -- global RCM RegCM-REMO ensemble
mapbox.mapbox-terrain-v2	cl0l5nckn003r14pfulx4jgl0	true	Change in precipitation "1-in-100 year" storm (for comparison map -- Tour of precipitation page) -- global RCM RegCM-REMO ensemble
mapbox.mapbox-terrain-v2	cl56ktc2f000l14l930kj9hcl	false	Change in total annual precipitation -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl56ktc2f000l14l930kj9hcl	true	Change in total annual precipitation -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl589lwuf000814unun1bxaxj	false	Change in dry hot days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl589lwuf000814unun1bxaxj	true	Change in dry hot days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59gpzny00e814llii4s2wlu	false	Average Temperature -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59gpzny00e814llii4s2wlu	true	Average Temperature -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59hjp67000u14o5o2wokukw	false	Average daytime temperature -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59hjp67000u14o5o2wokukw	true	Average daytime temperature -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59lfhsw004n14n7uivj4q6k	false	10 hottest days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59lfhsw004n14n7uivj4q6k	true	10 hottest days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59m7jcm001414o1hqf8x68l	false	Days above 32°C (90°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59m7jcm001414o1hqf8x68l	true	Days above 32°C (90°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59mxfs9001x14lrn1wdpqbk	false	Days above 35°C (95°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59mxfs9001x14lrn1wdpqbk	true	Days above 35°C (95°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59ntt93004o14l9j4j4vrxq	false	Days above 38°C (100°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59ntt93004o14l9j4j4vrxq	true	Days above 38°C (100°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59pelwc000014lggv1m6lg2	false	Average nighttime temperature -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59pelwc000014lggv1m6lg2	true	Average nighttime temperature -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59y3a8v000714lgpllqj741	false	Frost nights -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59y3a8v000714lgpllqj741	true	Frost nights -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59y9eeo000b14k14hh6ca78	false	Nights above 20°C (68°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59y9eeo000b14k14hh6ca78	true	Nights above 20°C (68°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59ygl4z000814lgv5kqsdz7	false	Nights above 25°C (77°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59ygl4z000814lgv5kqsdz7	true	Nights above 25°C (77°F) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59ykyfg000c14k1iyl3n2em	false	Freezing days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl59ykyfg000c14k1iyl3n2em	true	Freezing days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5amu6qw000116nvng3b1p55	false	Days above 26°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5amu6qw000116nvng3b1p55	true	Days above 26°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5amzusp000614q9nl0de34p	false	Days above 28°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5amzusp000614q9nl0de34p	true	Days above 28°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5an7fl4000216nv693x0atj	false	Days above 30°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5an7fl4000216nv693x0atj	true	Days above 30°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5anc752002m14ung7uqotzq	false	Days above 32°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5anc752002m14ung7uqotzq	true	Days above 32°C wet-bulb -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5anh0ke003a14pm9u2g5rdq	false	10 hottest wet-bulb days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5anh0ke003a14pm9u2g5rdq	true	10 hottest wet-bulb days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5anvbn3000416nvlqq0q625	false	Change in frequency of "1-in-100 year" storm -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5anvbn3000416nvlqq0q625	true	Change in frequency of "1-in-100 year" storm -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5ao7geu001z14rzmwumk3do	false	Change in snowy days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5ao7geu001z14rzmwumk3do	true	Change in snowy days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5aodqou005m14l92iv0mjnc	false	Change in wettest 90 days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5aodqou005m14l92iv0mjnc	true	Change in wettest 90 days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl5apepmb004g14pd1fyy5wdz	false	Days above 32°C (90°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5apepmb004g14pd1fyy5wdz	true	Days above 32°C (90°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5avrgpb00an14qpdi77c7b0	false	10 hottest days -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5avrgpb00an14qpdi77c7b0	true	10 hottest days -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5awme5i002t14mooj4vv9md	false	Nights above 20°C (68°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5awme5i002t14mooj4vv9md	true	Nights above 20°C (68°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5awq2z0002u14mo4rso1wol	false	Nights above 25°C (77°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5awq2z0002u14mo4rso1wol	true	Nights above 25°C (77°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5ccqzez003p14o1owby930o	false	Annual likelihood of 6-month extreme drought -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5ccqzez003p14o1owby930o	true	Annual likelihood of 6-month extreme drought -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5cfboxp000214pg38v112va	false	Days above 35°C (95°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5cfboxp000214pg38v112va	true	Days above 35°C (95°F) -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5cfl67r000115nlqinn4msy	false	Average Temperature -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5cfl67r000115nlqinn4msy	true	Average Temperature -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5cfpqmi000414pgtdej8ub6	false	Freezing days -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl5cfpqmi000414pgtdej8ub6	true	Freezing days -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl6kf3j3m003r15lji9052p2h	false	Change in precipitation "1-in-100 year" storm -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl6kf3j3m003r15lji9052p2h	true	Change in precipitation "1-in-100 year" storm -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl7fwv8nf000i14qzu8m50533	false	Likelihood of extreme annual drought - no barren lands -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl7fwv8nf000i14qzu8m50533	true	Likelihood of extreme annual drought - no barren lands -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl7fx17mz000m14o7n64ocrgp	false	Likelihood of no annual drought conditions - no barren lands -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl7fx17mz000m14o7n64ocrgp	true	Likelihood of no annual drought conditions - no barren lands -- global REMO -- v1
mapbox.mapbox-terrain-v2	cl82t4a5z002s14ochl1tq75f	false	Water balance -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl82t4a5z002s14ochl1tq75f	true	Water balance -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl82u2msx003a15lkolpjs18p	false	Climate zones -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl82u2msx003a15lkolpjs18p	true	Climate zones -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8a0g5rj005p14p5qywg0ugr	false	Likelihood of year-plus extreme drought -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8a0g5rj005p14p5qywg0ugr	true	Likelihood of year-plus extreme drought -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8a0lz5c000m14l7ym1k9el4	false	Likelihood of year-plus drought -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8a0lz5c000m14l7ym1k9el4	true	Likelihood of year-plus drought -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8a0rh65006414qloma90grc	false	Change in wildfire danger days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8a0rh65006414qloma90grc	true	Change in wildfire danger days -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abbl6u000515p991u8w8gz	false	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 3°C -- Sahel) -- global RCM RegCM-REMO ensemble -- v1 
mapbox.mapbox-terrain-v2	cl8abbl6u000515p991u8w8gz	true	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 3°C -- Sahel) -- global RCM RegCM-REMO ensemble -- v1 
mapbox.mapbox-terrain-v2	cl8abcc3700f014nt64d0e8r8	false	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 1°C -- Sahel) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abcc3700f014nt64d0e8r8	true	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 1°C -- Sahel) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abcq6l006d14p5bexzyd1e	false	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 1°C -- Northern China) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abcq6l006d14p5bexzyd1e	true	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 1°C -- Northern China) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abdqhl000z15s3vw8ri2qj	false	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 3°C -- Northern China) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abdqhl000z15s3vw8ri2qj	true	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 3°C -- Northern China) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abf4zf000s15tbodpkr02e	false	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 3°C -- Perth, Australia) -- global RCM RegCM-REMO ensemble -- v1 
mapbox.mapbox-terrain-v2	cl8abf4zf000s15tbodpkr02e	true	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 3°C -- Perth, Australia) -- global RCM RegCM-REMO ensemble -- v1 
mapbox.mapbox-terrain-v2	cl8abfkvu006e14p5167n3wwz	false	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 1°C -- Perth, Australia) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	cl8abfkvu006e14p5167n3wwz	true	Likelihood of year-plus drought (for comparison map -- Tour of drought page -- 1°C -- Perth, Australia) -- global RCM RegCM-REMO ensemble -- v1
mapbox.mapbox-terrain-v2	clbox5eve000f14qrbn92ois5	false	GCM: Number of Days above 32°C (90°F) -- For About Maps comparison map (Behind the maps page) -- v1
mapbox.mapbox-terrain-v2	clbox5eve000f14qrbn92ois5	true	GCM: Number of Days above 32°C (90°F) -- For About Maps comparison map (Behind the maps page) -- v1
mapbox.mapbox-terrain-v2	clboxnlb4002e14n5rcbf9ocb	false	REMO: Days above 32C -- For About Maps comparison map (Behind the maps page)-copy
mapbox.mapbox-terrain-v2	clboxnlb4002e14n5rcbf9ocb	true	REMO: Days above 32C -- For About Maps comparison map (Behind the maps page)-copy
mapbox.mapbox-terrain-v2	cldu7iyay001901pl0q2v96w9	false	Days above 32°C (90°F) -- v2
mapbox.mapbox-terrain-v2	cldu7iyay001901pl0q2v96w9	true	Days above 32°C (90°F) -- v2
mapbox.mapbox-terrain-v2	cle5ethd3000x01qtrgko6fmv	false	Average Temperature -- v2
mapbox.mapbox-terrain-v2	cle5ethd3000x01qtrgko6fmv	true	Average Temperature -- v2
mapbox.mapbox-terrain-v2	cle5fqrhd002q01qmcd7rk940	false	Average daytime temperature -- v2
mapbox.mapbox-terrain-v2	cle5fqrhd002q01qmcd7rk940	true	Average daytime temperature -- v2
mapbox.mapbox-terrain-v2	cle5gr70l000m01o399u73k8y	false	10 hottest days -- v2
mapbox.mapbox-terrain-v2	cle5gr70l000m01o399u73k8y	true	10 hottest days -- v2
mapbox.mapbox-terrain-v2	cle5i7fwp003c01qgbsqmg1tj	false	Days above 35°C (95°F) -- v2
mapbox.mapbox-terrain-v2	cle5i7fwp003c01qgbsqmg1tj	true	Days above 35°C (95°F) -- v2
mapbox.mapbox-terrain-v2	cle5ik4xw001401qtmx3iupap	false	Days above 38°C (100°F) -- v2
mapbox.mapbox-terrain-v2	cle5ik4xw001401qtmx3iupap	true	Days above 38°C (100°F) -- v2
mapbox.mapbox-terrain-v2	cle5iyoyr001k01q9lzpcqhoh	false	Average nighttime temperature -- v2
mapbox.mapbox-terrain-v2	cle5iyoyr001k01q9lzpcqhoh	true	Average nighttime temperature -- v2
mapbox.mapbox-terrain-v2	cle5kmbpx001301ldiwi6k739	false	Frost nights -- v2
mapbox.mapbox-terrain-v2	cle5kmbpx001301ldiwi6k739	true	Frost nights -- v2
mapbox.mapbox-terrain-v2	cle5l2sbs007y01tes0li5a2z	false	Nights above 20°C (68°F) -- v2
mapbox.mapbox-terrain-v2	cle5l2sbs007y01tes0li5a2z	true	Nights above 20°C (68°F) -- v2
mapbox.mapbox-terrain-v2	cle5lfg8b006b01mt7dgi3k65	false	Nights above 25°C (77°F) -- v2
mapbox.mapbox-terrain-v2	cle5lfg8b006b01mt7dgi3k65	true	Nights above 25°C (77°F) -- v2
mapbox.mapbox-terrain-v2	cle5lx0y8003401noyf3pnggm	false	Freezing days -- v2
mapbox.mapbox-terrain-v2	cle5lx0y8003401noyf3pnggm	true	Freezing days -- v2
mapbox.mapbox-terrain-v2	cle5pyznm003j01qmrmk88o4c	false	Days above 26°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle5pyznm003j01qmrmk88o4c	true	Days above 26°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle8k0wbj003e01lnanhdzzv4	false	Days above 28°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle8k0wbj003e01lnanhdzzv4	true	Days above 28°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle8k6mxy001401nzqjb2i47s	false	Days above 30°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle8k6mxy001401nzqjb2i47s	true	Days above 30°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle8kep4j007q01qm7mlwazow	false	Days above 32°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle8kep4j007q01qm7mlwazow	true	Days above 32°C wet-bulb -- v2
mapbox.mapbox-terrain-v2	cle8kk10600cp01te0c5ggrkz	false	10 hottest wet-bulb days -- v2
mapbox.mapbox-terrain-v2	cle8kk10600cp01te0c5ggrkz	true	10 hottest wet-bulb days -- v2
mapbox.mapbox-terrain-v2	clg417c2r002e01qp5hdn21pl	false	Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clg417c2r002e01qp5hdn21pl	true	Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clguxgc01001c01pfe4hm2i78	false	Average Temperature -- v2-copy-copy
mapbox.mapbox-terrain-v2	clguxgc01001c01pfe4hm2i78	true	Average Temperature -- v2-copy-copy
mapbox.mapbox-terrain-v2	clguz0sqm009c01pb2t6oh2rr	false	Average Temperature -- v2-copy-copy
mapbox.mapbox-terrain-v2	clguz0sqm009c01pb2t6oh2rr	true	Average Temperature -- v2-copy-copy
mapbox.mapbox-terrain-v2	clh6ey7in001g01qvhduy01gz	false	Average Temperature -- v2-copy-copy atmosphere playground 2-copy
mapbox.mapbox-terrain-v2	clh6ey7in001g01qvhduy01gz	true	Average Temperature -- v2-copy-copy atmosphere playground 2-copy
mapbox.mapbox-terrain-v2	clh6f2g6w009g01qjaumx61cn	false	Globe option: Brand black space, globe illos gray low atmos -- Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clh6f2g6w009g01qjaumx61cn	true	Globe option: Brand black space, globe illos gray low atmos -- Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clh6f6fzf009j01qjg5zw8pcm	false	Globe option: Zero-bin gray space, globe illos gray low atmos -- Average Temperature -- v2-copy-copy
mapbox.mapbox-terrain-v2	clh6f6fzf009j01qjg5zw8pcm	true	Globe option: Zero-bin gray space, globe illos gray low atmos -- Average Temperature -- v2-copy-copy
mapbox.mapbox-terrain-v2	clh6f81j001gt01paa1e54jea	false	Globe option: Brand black space and atmos -- Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clh6f81j001gt01paa1e54jea	true	Globe option: Brand black space and atmos -- Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clh6fhdag01ff01p85ckp2lyo	false	Globe option: Globe-illos gray space and both atmos -- Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clh6fhdag01ff01p85ckp2lyo	true	Globe option: Globe-illos gray space and both atmos -- Average Temperature -- v2-copy
mapbox.mapbox-terrain-v2	clhufmhfn023y01pn976z0gws	false	Change in total annual precipitation -- v3
mapbox.mapbox-terrain-v2	clhufmhfn023y01pn976z0gws	true	Change in total annual precipitation -- v3
mapbox.mapbox-terrain-v2	clhuooyb7004n01qu85kh24fo	false	Change in dry hot days -- v3
mapbox.mapbox-terrain-v2	clhuooyb7004n01qu85kh24fo	true	Change in dry hot days -- v3
mapbox.mapbox-terrain-v2	clhuot8cr024o01pnfdqf710x	false	Change in frequency of "1-in-100 year" storm -- v3
mapbox.mapbox-terrain-v2	clhuot8cr024o01pnfdqf710x	true	Change in frequency of "1-in-100 year" storm -- v3
mapbox.mapbox-terrain-v2	clhyiscjx028w01qu7vim9cml	false	Change in precipitation "1-in-100 year" storm -- v3
mapbox.mapbox-terrain-v2	clhyiscjx028w01qu7vim9cml	true	Change in precipitation "1-in-100 year" storm -- v3
mapbox.mapbox-terrain-v2	clhyixhg0028y01qu89iu8e2l	false	Change in snowy days -- v3
mapbox.mapbox-terrain-v2	clhyixhg0028y01qu89iu8e2l	true	Change in snowy days -- v3
mapbox.mapbox-terrain-v2	clhyj2rj6027601pr6h68953d	false	Change in wettest 90 days -- v3
mapbox.mapbox-terrain-v2	clhyj2rj6027601pr6h68953d	true	Change in wettest 90 days -- v3
mapbox.mapbox-terrain-v2	clhyqgvkg004i01obb8pm9zto	false	Average Temperature -- v3
mapbox.mapbox-terrain-v2	clhyqgvkg004i01obb8pm9zto	true	Average Temperature -- v3
mapbox.mapbox-terrain-v2	clhyqxusn00aq01qseqtc3om9	false	Average daytime temperature -- v3
mapbox.mapbox-terrain-v2	clhyqxusn00aq01qseqtc3om9	true	Average daytime temperature -- v3
mapbox.mapbox-terrain-v2	clhyr2h5b025l01r0f0xa9kzb	false	10 hottest days -- v3
mapbox.mapbox-terrain-v2	clhyr2h5b025l01r0f0xa9kzb	true	10 hottest days -- v3
mapbox.mapbox-terrain-v2	clhyr76qr028501pr9vjx9a1d	false	Days above 32°C (90°F) -- v3
mapbox.mapbox-terrain-v2	clhyr76qr028501pr9vjx9a1d	true	Days above 32°C (90°F) -- v3
mapbox.mapbox-terrain-v2	clhyrro7r028j01quaigo1l8g	false	Days above 35°C (95°F) -- v3
mapbox.mapbox-terrain-v2	clhyrro7r028j01quaigo1l8g	true	Days above 35°C (95°F) -- v3
mapbox.mapbox-terrain-v2	clhyrwhlt02ae01qu6uojdjhx	false	Days above 38°C (100°F) -- v3
mapbox.mapbox-terrain-v2	clhyrwhlt02ae01qu6uojdjhx	true	Days above 38°C (100°F) -- v3
mapbox.mapbox-terrain-v2	clhzyf384028601r0br6g94y6	false	Average nighttime temperature -- v3
mapbox.mapbox-terrain-v2	clhzyf384028601r0br6g94y6	true	Average nighttime temperature -- v3
mapbox.mapbox-terrain-v2	clhzykaon02ar01qu0iah4r6c	false	Frost nights -- v3
mapbox.mapbox-terrain-v2	clhzykaon02ar01qu0iah4r6c	true	Frost nights -- v3
mapbox.mapbox-terrain-v2	clhzypp66028901r05kixdepa	false	Nights above 20°C (68°F) -- v3
mapbox.mapbox-terrain-v2	clhzypp66028901r05kixdepa	true	Nights above 20°C (68°F) -- v3
mapbox.mapbox-terrain-v2	clhzyvdlw02dm01qydo7s7fmb	false	Nights above 25°C (77°F) -- v3
mapbox.mapbox-terrain-v2	clhzyvdlw02dm01qydo7s7fmb	true	Nights above 25°C (77°F) -- v3
mapbox.mapbox-terrain-v2	clhzz2hvl02as01quh2kqdao4	false	Freezing days -- v3
mapbox.mapbox-terrain-v2	clhzz2hvl02as01quh2kqdao4	true	Freezing days -- v3
mapbox.mapbox-terrain-v2	clhzzu7r2028d01r01jasa97q	false	Days above 26°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	clhzzu7r2028d01r01jasa97q	true	Days above 26°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	clhzzzbze000k01r1h9m1cql6	false	Days above 28°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	clhzzzbze000k01r1h9m1cql6	true	Days above 28°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	cli004t7p02av01quclg5aoqe	false	Days above 30°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	cli004t7p02av01quclg5aoqe	true	Days above 30°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	cli00aegl02cf01pn98g44e3e	false	Days above 32°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	cli00aegl02cf01pn98g44e3e	true	Days above 32°C wet-bulb -- v3
mapbox.mapbox-terrain-v2	cli00g7pj00f501pn7ox1hz7b	false	10 hottest wet-bulb days -- v3
mapbox.mapbox-terrain-v2	cli00g7pj00f501pn7ox1hz7b	true	10 hottest wet-bulb days -- v3
mapbox.mapbox-terrain-v2	cli07tazp02d901pn5jjj5tvn	false	Water balance -- v3
mapbox.mapbox-terrain-v2	cli07tazp02d901pn5jjj5tvn	true	Water balance -- v3
mapbox.mapbox-terrain-v2	cli07z7bu02fm01pg4vqk9ukg	false	Change in wildfire danger days -- v3
mapbox.mapbox-terrain-v2	cli07z7bu02fm01pg4vqk9ukg	true	Change in wildfire danger days -- v3
mapbox.mapbox-terrain-v2	cli4ctifx02hx01r03gfygf6f	false	Likelihood of year-plus extreme drought -- v3
mapbox.mapbox-terrain-v2	cli4ctifx02hx01r03gfygf6f	true	Likelihood of year-plus extreme drought -- v3
mapbox.mapbox-terrain-v2	cli4cyaez00oo01pn4twydvb7	false	Likelihood of year-plus drought -- v3
mapbox.mapbox-terrain-v2	cli4cyaez00oo01pn4twydvb7	true	Likelihood of year-plus drought -- v3
mapbox.mapbox-terrain-v2	clk00bkc200re01nm7s2o1dqt	false	Change in total annual precipitation -- v3-copy
mapbox.mapbox-terrain-v2	clk00bkc200re01nm7s2o1dqt	true	Change in total annual precipitation -- v3-copy
mapbox.mapbox-terrain-v2	clk00cgal00rz01nsereoc136	false	Likelihood of year-plus drought -- v3-copy
mapbox.mapbox-terrain-v2	clk00cgal00rz01nsereoc136	true	Likelihood of year-plus drought -- v3-copy
